案例,URL,關鍵字,標籤
臺灣高等法院 臺南分院 103 年度重上字第 60 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TNHV%2c103%2c%e9%87%8d%e4%b8%8a%2c60%2c20150806%2c1&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+%e8%87%ba%e5%8d%97%e5%88%86%e9%99%a2+103+%e5%b9%b4%e5%ba%a6%e9%87%8d%e4%b8%8a%e5%ad%97%e7%ac%ac+60+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"颱風, 地質, 淹水, 地形",
臺灣高等法院 臺南分院 104 年度建上字第 11 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TNHV%2c104%2c%e5%bb%ba%e4%b8%8a%2c11%2c20170328%2c1&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+%e8%87%ba%e5%8d%97%e5%88%86%e9%99%a2+104+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e5%ad%97%e7%ac%ac+11+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"地貌, 風災, 風災, 颱風, 地形",
臺灣高等法院 臺南分院 104 年度建上字第 19 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TNHV%2c104%2c%e5%bb%ba%e4%b8%8a%2c19%2c20161213%2c1&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+%e8%87%ba%e5%8d%97%e5%88%86%e9%99%a2+104+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e5%ad%97%e7%ac%ac+19+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,風災,
臺灣高等法院 臺南分院 104 年度建上字第 3 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TNHV%2c104%2c%e5%bb%ba%e4%b8%8a%2c3%2c20160712%2c2&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+%e8%87%ba%e5%8d%97%e5%88%86%e9%99%a2+104+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e5%ad%97%e7%ac%ac+3+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"颱風, 地質",
臺灣高等法院 臺南分院 104 年度建上字第 31 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TNHV%2c104%2c%e5%bb%ba%e4%b8%8a%2c31%2c20170309%2c2&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+%e8%87%ba%e5%8d%97%e5%88%86%e9%99%a2+104+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e5%ad%97%e7%ac%ac+31+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,颱風,
臺灣高等法院 臺南分院 104 年度建上易字第 5 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TNHV%2c104%2c%e5%bb%ba%e4%b8%8a%e6%98%93%2c5%2c20160512%2c1&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+%e8%87%ba%e5%8d%97%e5%88%86%e9%99%a2+104+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e6%98%93%e5%ad%97%e7%ac%ac+5+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"颱風, 豪雨",
臺灣高等法院 臺南分院 104 年度建上更(一)字第 1 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TNHV%2c104%2c%e5%bb%ba%e4%b8%8a%e6%9b%b4(%e4%b8%80)%2c1%2c20160816%2c2&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+%e8%87%ba%e5%8d%97%e5%88%86%e9%99%a2+104+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e6%9b%b4(%e4%b8%80)%e5%ad%97%e7%ac%ac+1+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"颱風, 地形",
臺灣高等法院 臺南分院 104 年度建再字第 2 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TNHV%2c104%2c%e5%bb%ba%e5%86%8d%2c2%2c20160816%2c1&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+%e8%87%ba%e5%8d%97%e5%88%86%e9%99%a2+104+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%86%8d%e5%ad%97%e7%ac%ac+2+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"颱風, 地形",
臺灣高等法院 臺南分院 104 年度重上字第 78 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TNHV%2c104%2c%e9%87%8d%e4%b8%8a%2c78%2c20170307%2c3&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+%e8%87%ba%e5%8d%97%e5%88%86%e9%99%a2+104+%e5%b9%b4%e5%ba%a6%e9%87%8d%e4%b8%8a%e5%ad%97%e7%ac%ac+78+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"地質, 風災, 風災, 颱風",
臺灣高等法院 臺南分院 105 年度建上字第 11 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TNHV%2c105%2c%e5%bb%ba%e4%b8%8a%2c11%2c20170627%2c1&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+%e8%87%ba%e5%8d%97%e5%88%86%e9%99%a2+105+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e5%ad%97%e7%ac%ac+11+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"地貌, 豪雨, 風災, 颱風, 天氣, 風災, 地質, 地形",
臺灣高等法院 臺南分院 105 年度建上更(二)字第 1 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TNHV%2c105%2c%e5%bb%ba%e4%b8%8a%e6%9b%b4(%e4%ba%8c)%2c1%2c20171031%2c1&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+%e8%87%ba%e5%8d%97%e5%88%86%e9%99%a2+105+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e6%9b%b4(%e4%ba%8c)%e5%ad%97%e7%ac%ac+1+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"颱風, 豪雨, 淹水",
臺灣高等法院 臺南分院 105 年度重上更(一)字第 3 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TNHV%2c105%2c%e9%87%8d%e4%b8%8a%e6%9b%b4(%e4%b8%80)%2c3%2c20180104%2c1&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+%e8%87%ba%e5%8d%97%e5%88%86%e9%99%a2+105+%e5%b9%b4%e5%ba%a6%e9%87%8d%e4%b8%8a%e6%9b%b4(%e4%b8%80)%e5%ad%97%e7%ac%ac+3+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"颱風, 地質",
臺灣高等法院 臺南分院 106 年度建上字第 15 號民事判決,https://judgment.judicial.gov.tw/PdfWithLine/GetPDF.ashx?jrecno=106%2c%e5%bb%ba%e4%b8%8a%2c15%2c20200929%2c1&tablename=TNHV&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2%e8%87%ba%e5%8d%97%e5%88%86%e9%99%a2106%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e5%ad%97%e7%ac%ac15%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba,"洪水, 地震",
臺灣高等法院 臺南分院 106 年度建上字第 8 號民事判決,https://judgment.judicial.gov.tw/FILES/TNHV/106%2c%e5%bb%ba%e4%b8%8a%2c8%2c20210408%2c1.pdf,"地貌, 風災, 風災, 颱風, 豪雨, 颱風, 地形",
臺灣高等法院 臺南分院 106 年度建上字第 9 號民事判決,https://judgment.judicial.gov.tw/PdfWithLine/GetPDF.ashx?jrecno=106%2c%e5%bb%ba%e4%b8%8a%2c9%2c20190227%2c1&tablename=TNHV&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2%e8%87%ba%e5%8d%97%e5%88%86%e9%99%a2106%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e5%ad%97%e7%ac%ac9%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba,颱風,
臺灣高等法院 臺南分院 106 年度重上更(三)字第 11 號民事判決,https://judgment.judicial.gov.tw/PdfWithLine/GetPDF.ashx?jrecno=106%2c%e9%87%8d%e4%b8%8a%e6%9b%b4(%e4%b8%89)%2c11%2c20190829%2c2&tablename=TNHV&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2%e8%87%ba%e5%8d%97%e5%88%86%e9%99%a2106%e5%b9%b4%e5%ba%a6%e9%87%8d%e4%b8%8a%e6%9b%b4(%e4%b8%89)%e5%ad%97%e7%ac%ac11%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba,地質,
臺灣高等法院 臺南分院 107 年度建上更一字第 2 號民事判決,https://judgment.judicial.gov.tw/PdfWithLine/GetPDF.ashx?jrecno=107%2c%e5%bb%ba%e4%b8%8a%e6%9b%b4%e4%b8%80%2c2%2c20190730%2c2&tablename=TNHV&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2%e8%87%ba%e5%8d%97%e5%88%86%e9%99%a2107%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e6%9b%b4%e4%b8%80%e5%ad%97%e7%ac%ac2%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba,地形,
臺灣高等法院 臺南分院 108 年度建上字第 10 號民事判決,https://judgment.judicial.gov.tw/PdfWithLine/GetPDF.ashx?jrecno=108%2c%e5%bb%ba%e4%b8%8a%2c10%2c20200617%2c1&tablename=TNHV&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2%e8%87%ba%e5%8d%97%e5%88%86%e9%99%a2108%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e5%ad%97%e7%ac%ac10%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba,天氣,
臺灣高等法院 臺南分院 108 年度建上字第 20 號民事判決,https://judgment.judicial.gov.tw/FILES/TNHV/108%2c%e5%bb%ba%e4%b8%8a%2c20%2c20210907%2c1.pdf,"颱風, 颱風, 天氣, 豪雨, 地震",
臺灣高等法院 臺南分院 109 年度建上易字第 9 號民事判決,https://judgment.judicial.gov.tw/FILES/TNHV/109%2c%e5%bb%ba%e4%b8%8a%e6%98%93%2c9%2c20201230%2c1.pdf,戰爭,
臺灣高等法院 臺南分院 109 年度重上更一字第 29 號民事判決,https://judgment.judicial.gov.tw/FILES/TNHV/109%2c%e9%87%8d%e4%b8%8a%e6%9b%b4%e4%b8%80%2c29%2c20221019%2c1.pdf,"颱風, 水災, 豪雨, 地震",
臺灣高等法院 臺南分院 109 年度重上更一字第 6 號民事判決,https://judgment.judicial.gov.tw/FILES/TNHV/109%2c%e9%87%8d%e4%b8%8a%e6%9b%b4%e4%b8%80%2c6%2c20220518%2c1.pdf,"颱風, 風災, 風災, 颱風",
臺灣高等法院 臺南分院 110 年度建上更一字第 2 號民事判決,https://judgment.judicial.gov.tw/FILES/TNHV/110%2c%e5%bb%ba%e4%b8%8a%e6%9b%b4%e4%b8%80%2c2%2c20220105%2c1.pdf,地震,
臺灣高等法院 臺南分院 111 年度建上更一字第 4 號民事判決,https://judgment.judicial.gov.tw/FILES/TNHV/111%2c%e5%bb%ba%e4%b8%8a%e6%9b%b4%e4%b8%80%2c4%2c20231018%2c1.pdf,"洪水, 地震, 颱風, 地質, 地形",
臺灣高等法院 臺南分院 111 年度建上更一字第 6 號民事判決,https://judgment.judicial.gov.tw/FILES/TNHV/111%2c%e5%bb%ba%e4%b8%8a%e6%9b%b4%e4%b8%80%2c6%2c20230628%2c1.pdf,地質,
臺灣高等法院 臺南分院 87 年度上更㈠字第 96 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TNHV%2c87%2c%e4%b8%8a%e6%9b%b4%ef%99%be%2c96%2c20010807%2c1&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+%e8%87%ba%e5%8d%97%e5%88%86%e9%99%a2+87+%e5%b9%b4%e5%ba%a6%e4%b8%8a%e6%9b%b4%e3%88%a0%e5%ad%97%e7%ac%ac+96+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,戰爭,
臺灣高等法院 臺南分院 87 年度重上更㈠字第 25 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TNHV%2c87%2c%e9%87%8d%e4%b8%8a%e6%9b%b4%ef%99%be%2c25%2c20001011&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+%e8%87%ba%e5%8d%97%e5%88%86%e9%99%a2+87+%e5%b9%b4%e5%ba%a6%e9%87%8d%e4%b8%8a%e6%9b%b4%e3%88%a0%e5%ad%97%e7%ac%ac+25+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,天氣,
臺灣高等法院 臺南分院 91 年度重上字第 76 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TNHV%2c91%2c%e9%87%8d%e4%b8%8a%2c76%2c20060411%2c1&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+%e8%87%ba%e5%8d%97%e5%88%86%e9%99%a2+91+%e5%b9%b4%e5%ba%a6%e9%87%8d%e4%b8%8a%e5%ad%97%e7%ac%ac+76+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,地震,
臺灣高等法院 臺南分院 93 年度上字第 16 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TNHV%2c93%2c%e4%b8%8a%2c16%2c20040420%2c1&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+%e8%87%ba%e5%8d%97%e5%88%86%e9%99%a2+93+%e5%b9%b4%e5%ba%a6%e4%b8%8a%e5%ad%97%e7%ac%ac+16+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"地貌, 地下水位, 豪雨, 地質, 地形",
臺灣高等法院 臺南分院 95 年度重上字第 35 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TNHV%2c95%2c%e9%87%8d%e4%b8%8a%2c35%2c20070320%2c1&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+%e8%87%ba%e5%8d%97%e5%88%86%e9%99%a2+95+%e5%b9%b4%e5%ba%a6%e9%87%8d%e4%b8%8a%e5%ad%97%e7%ac%ac+35+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"地貌, 洪水, 水災, 淹水, 風災, 風災, 天氣, 地質",
臺灣高等法院 臺南分院 96 年度建上字第 12 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TNHV%2c96%2c%e5%bb%ba%e4%b8%8a%2c12%2c20090804%2c1&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+%e8%87%ba%e5%8d%97%e5%88%86%e9%99%a2+96+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e5%ad%97%e7%ac%ac+12+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"洪水, 豪雨, 地震",
臺灣高等法院 臺南分院 96 年度重上字第 44 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TNHV%2c96%2c%e9%87%8d%e4%b8%8a%2c44%2c20080923%2c1&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+%e8%87%ba%e5%8d%97%e5%88%86%e9%99%a2+96+%e5%b9%b4%e5%ba%a6%e9%87%8d%e4%b8%8a%e5%ad%97%e7%ac%ac+44+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,地震,
臺灣高等法院 臺南分院 96 年度重上更(一)字第 20 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TNHV%2c96%2c%e9%87%8d%e4%b8%8a%e6%9b%b4(%e4%b8%80)%2c20%2c20090811%2c1&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+%e8%87%ba%e5%8d%97%e5%88%86%e9%99%a2+96+%e5%b9%b4%e5%ba%a6%e9%87%8d%e4%b8%8a%e6%9b%b4(%e4%b8%80)%e5%ad%97%e7%ac%ac+20+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"洪水, 水災, 豪雨, 淹水, 風災, 風災, 天氣, 地質",
臺灣高等法院 臺南分院 97 年度建上字第 21 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TNHV%2c97%2c%e5%bb%ba%e4%b8%8a%2c21%2c20090602%2c1&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+%e8%87%ba%e5%8d%97%e5%88%86%e9%99%a2+97+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e5%ad%97%e7%ac%ac+21+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,地質,
臺灣高等法院 臺南分院 97 年度建上字第 6 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TNHV%2c97%2c%e5%bb%ba%e4%b8%8a%2c6%2c20081021%2c2&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+%e8%87%ba%e5%8d%97%e5%88%86%e9%99%a2+97+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e5%ad%97%e7%ac%ac+6+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,戰爭,
臺灣高等法院 臺南分院 97 年度建上更(一)字第 2 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TNHV%2c97%2c%e5%bb%ba%e4%b8%8a%e6%9b%b4(%e4%b8%80)%2c2%2c20090317%2c1&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+%e8%87%ba%e5%8d%97%e5%88%86%e9%99%a2+97+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e6%9b%b4(%e4%b8%80)%e5%ad%97%e7%ac%ac+2+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,地震,
臺灣高等法院 臺南分院 98 年度建上字第 1 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TNHV%2c98%2c%e5%bb%ba%e4%b8%8a%2c1%2c20091110%2c3&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+%e8%87%ba%e5%8d%97%e5%88%86%e9%99%a2+98+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e5%ad%97%e7%ac%ac+1+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,地質,
臺灣高等法院 臺南分院 98 年度建上字第 11 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TNHV%2c98%2c%e5%bb%ba%e4%b8%8a%2c11%2c20100226%2c1&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+%e8%87%ba%e5%8d%97%e5%88%86%e9%99%a2+98+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e5%ad%97%e7%ac%ac+11+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"洪水, 地質, 豪雨, 地震",
臺灣高等法院 臺南分院 98 年度建上字第 7 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TNHV%2c98%2c%e5%bb%ba%e4%b8%8a%2c7%2c20110630%2c1&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+%e8%87%ba%e5%8d%97%e5%88%86%e9%99%a2+98+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e5%ad%97%e7%ac%ac+7+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,地質,
臺灣高等法院 臺南分院 99 年度建上字第 1 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TNHV%2c99%2c%e5%bb%ba%e4%b8%8a%2c1%2c20110112%2c1&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+%e8%87%ba%e5%8d%97%e5%88%86%e9%99%a2+99+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e5%ad%97%e7%ac%ac+1+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,地形,
臺灣高等法院 臺南分院 99 年度建上字第 6 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TNHV%2c99%2c%e5%bb%ba%e4%b8%8a%2c6%2c20120911%2c3&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+%e8%87%ba%e5%8d%97%e5%88%86%e9%99%a2+99+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e5%ad%97%e7%ac%ac+6+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"颱風, 豪雨, 淹水",
臺灣高等法院 臺南分院 99 年度建上更(一)字第 1 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TNHV%2c99%2c%e5%bb%ba%e4%b8%8a%e6%9b%b4(%e4%b8%80)%2c1%2c20110816%2c2&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+%e8%87%ba%e5%8d%97%e5%88%86%e9%99%a2+99+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e6%9b%b4(%e4%b8%80)%e5%ad%97%e7%ac%ac+1+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,颱風,
臺灣高等法院 臺南分院 99 年度重上更(二)字第 14 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TNHV%2c99%2c%e9%87%8d%e4%b8%8a%e6%9b%b4(%e4%ba%8c)%2c14%2c20120529%2c2&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+%e8%87%ba%e5%8d%97%e5%88%86%e9%99%a2+99+%e5%b9%b4%e5%ba%a6%e9%87%8d%e4%b8%8a%e6%9b%b4(%e4%ba%8c)%e5%ad%97%e7%ac%ac+14+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"洪水, 風災, 風災, 颱風, 淹水",
臺灣高等法院 花蓮分院 100 年度建上字第 9 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=HLHV%2c100%2c%e5%bb%ba%e4%b8%8a%2c9%2c20121012%2c1&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+%e8%8a%b1%e8%93%ae%e5%88%86%e9%99%a2+100+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e5%ad%97%e7%ac%ac+9+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"水災, 風災, 風災, 颱風",
臺灣高等法院 花蓮分院 100 年度建上更(一)字第 1 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=HLHV%2c100%2c%e5%bb%ba%e4%b8%8a%e6%9b%b4(%e4%b8%80)%2c1%2c20110429%2c1&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+%e8%8a%b1%e8%93%ae%e5%88%86%e9%99%a2+100+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e4%b8%8a%e6%9b%b4(%e4%b8%80)%e5%ad%97%e7%ac%ac+1+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"地震, 戰爭, 水災, 豪雨, 颱風",
臺灣高等法院 花蓮分院 100 年度建再字第 1 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=HLHV%2c100%2c%e5%bb%ba%e5%86%8d%2c1%2c20110801%2c1&fname=%e8%87%ba%e7%81%a3%e9%ab%98%e7%ad%89%e6%b3%95%e9%99%a2+%e8%8a%b1%e8%93%ae%e5%88%86%e9%99%a2+100+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%86%8d%e5%ad%97%e7%ac%ac+1+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"風災, 風災, 颱風",
